id;sample;title;author;year;coef;significance;coded;tot_attributes;tasks;n_levels_biggests_attribute;n_sample
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.525;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.46;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.5;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.525;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.515;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.52;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.505;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.495;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.48000000000000004;1;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.49;0;FIGURE 2;8;5;9;3293
25;1;Policy Preferences and Policy Legitimacy After Referendums: Evidence from the Brexit Negotiations;Hobolt, Tilley, & Leeper;2020;0.47000000000000003;1;FIGURE 2;8;5;9;3293
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.01;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.04;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.095;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.265;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.025;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.045;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.06;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.05;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.05;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.08;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.02;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.015;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.04;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.05;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.005;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.02;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.095;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.185;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.19;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.04;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.015;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.12000000000000001;1;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.015;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;-0.02;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.05;0;FIGRUE 1;9;5;7;2200
26;1;Identifying voter preferences for politicians' personal attributes: a conjoint experiment in Japan;Horiuchi, Smith, & Yamamoto;2018;0.015;0;FIGRUE 1;9;5;7;2200
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.02;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.045;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.045;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.005;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.01;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.005;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.015;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.015;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.03;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.05;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.034999999999999996;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.015;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.055;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.025;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.005;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.045;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0;0;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.065;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;0.045;1;FIGRUE 1;9;5;4;1951
27;1;Measuring Voters' Multidimensional Policy Preferences with Conjoint Analysis: Application to Japan' 2014 Election;Horiuchi, Smith, & Yamamoto;2020;-0.04;1;FIGRUE 1;9;5;4;1951
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.10;1;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.11;1;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.13;1;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.01;0;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.03;0;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.05;1;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0;0;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.04;0;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.03;0;FIGRUE 1;5;5;4;752
28;1;Citizens' Attitudes to Contact Tracing Apps;Horvath, Banducci, & James;2020;0.04;0;FIGRUE 1;5;5;4;752
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.48000000000000004;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.44;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.59;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.04;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.05;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.14;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;-0.13;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.11;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.11;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.1;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.19;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.03;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.09;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.04;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.07;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.2;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.29000000000000004;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.37;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.39;1;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;-0.02;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;-0.02;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.01;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.02;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.03;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.03;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.03;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;-0.01;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;-0.01;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.02;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
29;1;How the Public Defines Terrorism;Huff & Kertzer;2018;0.02;0;APPENDIX 3, Figure 2, weighted estimates;7;1;9;1400
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0.015;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0.025;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.03;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.06;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.085;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.01;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.07;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0.06;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.025;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.015;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.085;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.14500000000000002;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.06;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.01;0;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.065;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0.055;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;0.12000000000000001;1;FIGURE 2;8;2;6;1999
30;1;Moderation and Competence: How a Party's Ideological Position Shapes Its Valence Reputation;Johns & Kölln;2019;-0.125;1;FIGURE 2;8;2;6;1999
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.16;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.14;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.03;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.015;0;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.06;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.025;0;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.03;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.08;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.02;0;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.005;0;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.015;0;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.05;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.135;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;-0.095;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.125;1;Figure 2, Weighted estimates;15;8;3;2009
31;1;How Do Observers Assess Resolve?;Kertzer, Renshon, & Yarhi-Milo;2019;0.06;1;Figure 2, Weighted estimates;15;8;3;2009
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.19;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.07;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.16;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.20;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.16;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.14;1;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.04;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.02;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.02;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.05;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.04;0;FIGURE 3, nonpartisan;6;5;7;1204
32;1;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.03;0;FIGURE 3, nonpartisan;6;5;7;1204
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.11;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.06;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.11;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.15;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.11;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.13;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.09;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.10;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.04;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.09;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.11;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.01;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.03;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.06;1;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.00;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.03;0;FIGURE 4, nonpartisan ;6;5;7;1200
32;2;Candidate Choice Without Party Labels;Kirkland & Coppock;2018;0.04;1;FIGURE 4, nonpartisan ;6;5;7;1200
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;-0.355;1;APPENDIX, Table A4, all respondents;5;1;4;8668
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;-0.365;1;APPENDIX, Table A4, all respondents;5;1;4;8668
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;-0.265;1;APPENDIX, Table A4, all respondents;5;1;4;8668
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;-0.07;1;APPENDIX, Table A4, all respondents;5;1;4;8668
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;0.07500000000000001;1;APPENDIX, Table A4, all respondents;5;1;4;8668
33;1;When Do Voters Sanction Corrupt Politicians?;Klašnja, Lupu, & Tucker;2020;0;0;APPENDIX, Table A4, all respondents;5;1;4;8668
